ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography,ID,Region
2015,2015,0,Total,48732,6273.0,"Census Tract 267, Queens County, NY",14000US36081026700,36081026700,NYC
2015,2015,0,Total,45202,11340.0,"Census Tract 610.03, Kings County, NY",14000US36047061003,36047061003,NYC
2015,2015,0,Total,56313,15569.000000000002,"Census Tract 1191, Queens County, NY",14000US36081119100,36081119100,NYC
2015,2015,0,Total,52560,8745.0,"Census Tract 581, Queens County, NY",14000US36081058100,36081058100,NYC
2015,2015,0,Total,34705,4686.0,"Census Tract 240, Bronx County, NY",14000US36005024000,36005024000,NYC
2015,2015,0,Total,84861,21924.0,"Census Tract 285.01, Kings County, NY",14000US36047028501,36047028501,NYC
2015,2015,0,Total,23583,5636.0,"Census Tract 610.04, Kings County, NY",14000US36047061004,36047061004,NYC
2015,2015,0,Total,23720,3549.0,"Census Tract 367, Bronx County, NY",14000US36005036700,36005036700,NYC
2015,2015,0,Total,64214,12233.0,"Census Tract 64, Kings County, NY",14000US36047006400,36047006400,NYC
2015,2015,0,Total,27833,9494.0,"Census Tract 266, Queens County, NY",14000US36081026600,36081026600,NYC
2015,2015,0,Total,84063,16491.0,"Census Tract 156.02, Richmond County, NY",14000US36085015602,36085015602,NYC
2015,2015,0,Total,63333,17729.0,"Census Tract 612, Kings County, NY",14000US36047061200,36047061200,NYC
2015,2015,0,Total,76227,9536.0,"Census Tract 580, Queens County, NY",14000US36081058000,36081058000,NYC
2015,2015,0,Total,15135,3217.0,"Census Tract 285.02, Kings County, NY",14000US36047028502,36047028502,NYC
2015,2015,0,Total,74964,20943.0,"Census Tract 112.02, Richmond County, NY",14000US36085011202,36085011202,NYC
2015,2015,0,Total,49535,5365.0,"Census Tract 265, Queens County, NY",14000US36081026500,36081026500,NYC
2015,2015,0,Total,103000,53832.0,"Census Tract 616, Kings County, NY",14000US36047061600,36047061600,NYC
2015,2015,0,Total,56167,24138.0,"Census Tract 846.02, Queens County, NY",14000US36081084602,36081084602,NYC
2015,2015,0,Total,82981,11899.0,"Census Tract 1579.01, Queens County, NY",14000US36081157901,36081157901,NYC
2015,2015,0,Total,109492,21778.0,"Census Tract 65, Kings County, NY",14000US36047006500,36047006500,NYC
2015,2015,0,Total,43828,14396.0,"Census Tract 286, Kings County, NY",14000US36047028600,36047028600,NYC
2015,2015,0,Total,103929,17555.0,"Census Tract 620, Kings County, NY",14000US36047062000,36047062000,NYC
2015,2015,0,Total,70938,18608.0,"Census Tract 1189, Queens County, NY",14000US36081118900,36081118900,NYC
2015,2015,0,Total,43889,15443.0,"Census Tract 368, Bronx County, NY",14000US36005036800,36005036800,NYC
2015,2015,0,Total,58147,11832.0,"Census Tract 264, Queens County, NY",14000US36081026400,36081026400,NYC
2015,2015,0,Total,53542,14415.0,"Census Tract 579, Queens County, NY",14000US36081057900,36081057900,NYC
2015,2015,0,Total,52353,14066.0,"Census Tract 622, Kings County, NY",14000US36047062200,36047062200,NYC
2015,2015,0,Total,21180,4212.0,"Census Tract 189, Bronx County, NY",14000US36005018900,36005018900,NYC
2015,2015,0,Total,30755,6763.000000000001,"Census Tract 287, Kings County, NY",14000US36047028700,36047028700,NYC
2015,2015,0,Total,63971,26898.0,"Census Tract 846.01, Queens County, NY",14000US36081084601,36081084601,NYC
2015,2015,0,Total,44935,11280.0,"Census Tract 263, Queens County, NY",14000US36081026300,36081026300,NYC
2015,2015,0,Total,45547,14530.0,"Census Tract 626, Kings County, NY",14000US36047062600,36047062600,NYC
2015,2015,0,Total,59981,4349.0,"Census Tract 66, Kings County, NY",14000US36047006600,36047006600,NYC
2015,2015,0,Total,23856,4225.0,"Census Tract 241, Bronx County, NY",14000US36005024100,36005024100,NYC
2015,2015,0,Total,66983,7936.0,"Census Tract 577, Queens County, NY",14000US36081057700,36081057700,NYC
2015,2015,0,Total,41786,5628.0,"Census Tract 288, Kings County, NY",14000US36047028800,36047028800,NYC
2015,2015,0,Total,70260,6054.0,"Census Tract 628, Kings County, NY",14000US36047062800,36047062800,NYC
2015,2015,0,Total,71724,11704.0,"Census Tract 273.01, Richmond County, NY",14000US36085027301,36085027301,NYC
2015,2015,0,Total,25282,8305.0,"Census Tract 133, Bronx County, NY",14000US36005013300,36005013300,NYC
2015,2015,0,Total,64464,23008.0,"Census Tract 262, Queens County, NY",14000US36081026200,36081026200,NYC
2015,2015,0,Total,14821,6413.0,"Census Tract 369.01, Bronx County, NY",14000US36005036901,36005036901,NYC
2015,2015,0,Total,60139,13943.0,"Census Tract 632, Kings County, NY",14000US36047063200,36047063200,NYC
2015,2015,0,Total,145294,14203.0,"Census Tract 67, Kings County, NY",14000US36047006700,36047006700,NYC
2015,2015,0,Total,39570,11236.0,"Census Tract 289, Kings County, NY",14000US36047028900,36047028900,NYC
2015,2015,0,Total,24480,5909.0,"Census Tract 62, Bronx County, NY",14000US36005006200,36005006200,NYC
2015,2015,0,Total,39852,5205.0,"Census Tract 261, Queens County, NY",14000US36081026100,36081026100,NYC
2015,2015,0,Total,93214,15116.999999999998,"Census Tract 636, Kings County, NY",14000US36047063600,36047063600,NYC
2015,2015,0,Total,68846,8522.0,"Census Tract 1571.02, Queens County, NY",14000US36081157102,36081157102,NYC
2015,2015,0,Total,64858,15589.000000000002,"Census Tract 568, Queens County, NY",14000US36081056800,36081056800,NYC
2015,2015,0,Total,24335,1687.0000000000002,"Census Tract 845, Queens County, NY",14000US36081084500,36081084500,NYC
2015,2015,0,Total,45179,8920.0,"Census Tract 290, Kings County, NY",14000US36047029000,36047029000,NYC
2015,2015,0,Total,69405,12904.0,"Census Tract 638, Kings County, NY",14000US36047063800,36047063800,NYC
2015,2015,0,Total,42222,17638.0,"Census Tract 1187, Queens County, NY",14000US36081118700,36081118700,NYC
2015,2015,0,Total,40857,4719.0,"Census Tract 68, Kings County, NY",14000US36047006800,36047006800,NYC
2015,2015,0,Total,37857,8894.0,"Census Tract 260, Queens County, NY",14000US36081026000,36081026000,NYC
2015,2015,0,Total,19669,2381.0,"Census Tract 243, Bronx County, NY",14000US36005024300,36005024300,NYC
2015,2015,0,Total,97241,20842.0,"Census Tract 640, Kings County, NY",14000US36047064000,36047064000,NYC
2015,2015,0,Total,80838,9916.0,"Census Tract 567, Queens County, NY",14000US36081056700,36081056700,NYC
2015,2015,0,Total,35521,17587.0,"Census Tract 291, Kings County, NY",14000US36047029100,36047029100,NYC
2015,2015,0,Total,25100,7271.999999999999,"Census Tract 369.02, Bronx County, NY",14000US36005036902,36005036902,NYC
2015,2015,0,Total,47529,7360.0,"Census Tract 259, Queens County, NY",14000US36081025900,36081025900,NYC
2015,2015,0,Total,59732,9831.0,"Census Tract 642, Kings County, NY",14000US36047064200,36047064200,NYC
2015,2015,0,Total,30301,4692.0,"Census Tract 48, Bronx County, NY",14000US36005004800,36005004800,NYC
2015,2015,0,Total,57484,11146.0,"Census Tract 840, Queens County, NY",14000US36081084000,36081084000,NYC
2015,2015,0,Total,131284,14928.0,"Census Tract 69, Kings County, NY",14000US36047006900,36047006900,NYC
2015,2015,0,Total,42740,8813.0,"Census Tract 292, Kings County, NY",14000US36047029200,36047029200,NYC
2015,2015,0,Total,83125,13049.0,"Census Tract 644, Kings County, NY",14000US36047064400,36047064400,NYC
2015,2015,0,Total,23267,5349.0,"Census Tract 193, Bronx County, NY",14000US36005019300,36005019300,NYC
2015,2015,0,Total,19818,8210.0,"Census Tract 83, Bronx County, NY",14000US36005008300,36005008300,NYC
2015,2015,0,Total,67596,21544.0,"Census Tract 258, Queens County, NY",14000US36081025800,36081025800,NYC
2015,2015,0,Total,71087,19411.0,"Census Tract 566, Queens County, NY",14000US36081056600,36081056600,NYC
2015,2015,0,Total,89350,9468.0,"Census Tract 646, Kings County, NY",14000US36047064600,36047064600,NYC
2015,2015,0,Total,51731,8555.0,"Census Tract 1185, Queens County, NY",14000US36081118500,36081118500,NYC
2015,2015,0,Total,30479,3309.0,"Census Tract 293, Kings County, NY",14000US36047029300,36047029300,NYC
2015,2015,0,Total,51515,8033.0,"Census Tract 370, Bronx County, NY",14000US36005037000,36005037000,NYC
2015,2015,0,Total,61848,12028.0,"Census Tract 257, Queens County, NY",14000US36081025700,36081025700,NYC
2015,2015,0,Total,63393,6856.0,"Census Tract 648, Kings County, NY",14000US36047064800,36047064800,NYC
2015,2015,0,Total,42218,8110.0,"Census Tract 70, Kings County, NY",14000US36047007000,36047007000,NYC
2015,2015,0,Total,97969,18815.0,"Census Tract 156.01, Richmond County, NY",14000US36085015601,36085015601,NYC
2015,2015,0,Total,50893,11655.0,"Census Tract 565, Queens County, NY",14000US36081056500,36081056500,NYC
2015,2015,0,Total,53625,11283.0,"Census Tract 294, Kings County, NY",14000US36047029400,36047029400,NYC
2015,2015,0,Total,51339,22990.0,"Census Tract 650, Kings County, NY",14000US36047065000,36047065000,NYC
2015,2015,0,Total,59063,11820.0,"Census Tract 244, Bronx County, NY",14000US36005024400,36005024400,NYC
2015,2015,0,Total,66067,11358.0,"Census Tract 838, Queens County, NY",14000US36081083800,36081083800,NYC
2015,2015,0,Total,77396,17374.0,"Census Tract 255, Queens County, NY",14000US36081025500,36081025500,NYC
2015,2015,0,Total,83913,18041.0,"Census Tract 112.01, Richmond County, NY",14000US36085011201,36085011201,NYC
2015,2015,0,Total,95368,14968.0,"Census Tract 652, Kings County, NY",14000US36047065200,36047065200,NYC
2015,2015,0,Total,36890,7245.0,"Census Tract 71, Kings County, NY",14000US36047007100,36047007100,NYC
2015,2015,0,Total,54276,9409.0,"Census Tract 295, Kings County, NY",14000US36047029500,36047029500,NYC
2015,2015,0,Total,23279,5337.0,"Census Tract 135, Bronx County, NY",14000US36005013500,36005013500,NYC
2015,2015,0,Total,32741,6190.0,"Census Tract 254, Queens County, NY",14000US36081025400,36081025400,NYC
2015,2015,0,Total,89750,17662.0,"Census Tract 654, Kings County, NY",14000US36047065400,36047065400,NYC
2015,2015,0,Total,19293,6501.0,"Census Tract 371, Bronx County, NY",14000US36005037100,36005037100,NYC
2015,2015,0,Total,52536,14475.0,"Census Tract 564, Queens County, NY",14000US36081056400,36081056400,NYC
2015,2015,0,Total,82004,6566.0,"Census Tract 1571.01, Queens County, NY",14000US36081157101,36081157101,NYC
2015,2015,0,Total,44875,24248.0,"Census Tract 296, Kings County, NY",14000US36047029600,36047029600,NYC
2015,2015,0,Total,82250,27069.0,"Census Tract 656, Kings County, NY",14000US36047065600,36047065600,NYC
2015,2015,0,Total,50947,12192.0,"Census Tract 837, Queens County, NY",14000US36081083700,36081083700,NYC
2015,2015,0,Total,37364,5407.0,"Census Tract 72, Kings County, NY",14000US36047007200,36047007200,NYC
2015,2015,0,Total,56676,13243.0,"Census Tract 253.02, Queens County, NY",14000US36081025302,36081025302,NYC
2015,2015,0,Total,51176,14194.999999999998,"Census Tract 194, Bronx County, NY",14000US36005019400,36005019400,NYC
2015,2015,0,Total,81932,13572.0,"Census Tract 658, Kings County, NY",14000US36047065800,36047065800,NYC
2015,2015,0,Total,88958,20842.0,"Census Tract 562, Queens County, NY",14000US36081056200,36081056200,NYC
2015,2015,0,Total,50260,10330.0,"Census Tract 297, Kings County, NY",14000US36047029700,36047029700,NYC
2015,2015,0,Total,66484,10776.0,"Census Tract 1181, Queens County, NY",14000US36081118100,36081118100,NYC
2015,2015,0,Total,51302,7205.0,"Census Tract 253.01, Queens County, NY",14000US36081025301,36081025301,NYC
2015,2015,0,Total,87708,8962.0,"Census Tract 660, Kings County, NY",14000US36047066000,36047066000,NYC
2015,2015,0,Total,24864,4521.0,"Census Tract 245.01, Bronx County, NY",14000US36005024501,36005024501,NYC
2015,2015,0,Total,46250,6706.0,"Census Tract 372, Bronx County, NY",14000US36005037200,36005037200,NYC
2015,2015,0,Total,46204,12705.0,"Census Tract 74, Kings County, NY",14000US36047007400,36047007400,NYC
2015,2015,0,Total,55938,10588.0,"Census Tract 298, Kings County, NY",14000US36047029800,36047029800,NYC
2015,2015,0,Total,80893,17439.0,"Census Tract 662, Kings County, NY",14000US36047066200,36047066200,NYC
2015,2015,0,Total,82308,17481.0,"Census Tract 277.06, Richmond County, NY",14000US36085027706,36085027706,NYC
2015,2015,0,Total,72034,13991.0,"Census Tract 2, Bronx County, NY",14000US36005000200,36005000200,NYC
2015,2015,0,Total,41456,3081.0,"Census Tract 251, Queens County, NY",14000US36081025100,36081025100,NYC
2015,2015,0,Total,112188,36620.0,"Census Tract 561, Queens County, NY",14000US36081056100,36081056100,NYC
2015,2015,0,Total,60857,6486.0,"Census Tract 670, Kings County, NY",14000US36047067000,36047067000,NYC
2015,2015,0,Total,54265,16737.0,"Census Tract 818, Queens County, NY",14000US36081081800,36081081800,NYC
2015,2015,0,Total,22734,6817.0,"Census Tract 299, Kings County, NY",14000US36047029900,36047029900,NYC
2015,2015,0,Total,57500,23497.0,"Census Tract 1567, Queens County, NY",14000US36081156700,36081156700,NYC
2015,2015,0,Total,53894,6394.0,"Census Tract 249, Queens County, NY",14000US36081024900,36081024900,NYC
2015,2015,0,Total,63571,8098.999999999999,"Census Tract 672, Kings County, NY",14000US36047067200,36047067200,NYC
2015,2015,0,Total,135697,26494.0,"Census Tract 75, Kings County, NY",14000US36047007500,36047007500,NYC
2015,2015,0,Total,63670,9191.0,"Census Tract 1175, Queens County, NY",14000US36081117500,36081117500,NYC
2015,2015,0,Total,60536,13209.0,"Census Tract 560, Queens County, NY",14000US36081056000,36081056000,NYC
2015,2015,0,Total,64615,14906.000000000002,"Census Tract 300, Kings County, NY",14000US36047030000,36047030000,NYC
2015,2015,0,Total,81964,17419.0,"Census Tract 674, Kings County, NY",14000US36047067400,36047067400,NYC
2015,2015,0,Total,29033,3052.0,"Census Tract 373, Bronx County, NY",14000US36005037300,36005037300,NYC
2015,2015,0,Total,62000,12767.0,"Census Tract 189.01, Richmond County, NY",14000US36085018901,36085018901,NYC
2015,2015,0,Total,56250,14742.000000000002,"Census Tract 247, Queens County, NY",14000US36081024700,36081024700,NYC
2015,2015,0,Total,60204,14528.999999999998,"Census Tract 814, Queens County, NY",14000US36081081400,36081081400,NYC
2015,2015,0,Total,75972,12427.0,"Census Tract 676, Kings County, NY",14000US36047067600,36047067600,NYC
2015,2015,0,Total,32996,4548.0,"Census Tract 76, Kings County, NY",14000US36047007600,36047007600,NYC
2015,2015,0,Total,44911,16071.0,"Census Tract 301, Kings County, NY",14000US36047030100,36047030100,NYC
2015,2015,0,Total,25605,10156.0,"Census Tract 245.02, Bronx County, NY",14000US36005024502,36005024502,NYC
2015,2015,0,Total,60833,15947.0,"Census Tract 245, Queens County, NY",14000US36081024500,36081024500,NYC
2015,2015,0,Total,81847,3936.0000000000014,"Census Tract 678, Kings County, NY",14000US36047067800,36047067800,NYC
2015,2015,0,Total,62697,17274.0,"Census Tract 105, Richmond County, NY",14000US36085010500,36085010500,NYC
2015,2015,0,Total,60625,14172.0,"Census Tract 559, Queens County, NY",14000US36081055900,36081055900,NYC
2015,2015,0,Total,26706,3344.0,"Census Tract 195, Bronx County, NY",14000US36005019500,36005019500,NYC
2015,2015,0,Total,60370,15348.0,"Census Tract 302, Kings County, NY",14000US36047030200,36047030200,NYC
2015,2015,0,Total,69375,15747.0,"Census Tract 680, Kings County, NY",14000US36047068000,36047068000,NYC
2015,2015,0,Total,25974,5913.0,"Census Tract 374, Bronx County, NY",14000US36005037400,36005037400,NYC
2015,2015,0,Total,123592,10694.0,"Census Tract 77, Kings County, NY",14000US36047007700,36047007700,NYC
2015,2015,0,Total,62071,3995.0,"Census Tract 243, Queens County, NY",14000US36081024300,36081024300,NYC
2015,2015,0,Total,93589,14801.0,"Census Tract 226, Richmond County, NY",14000US36085022600,36085022600,NYC
2015,2015,0,Total,78875,27520.000000000004,"Census Tract 682, Kings County, NY",14000US36047068200,36047068200,NYC
2015,2015,0,Total,81600,15834.999999999998,"Census Tract 558, Queens County, NY",14000US36081055800,36081055800,NYC
2015,2015,0,Total,19696,7336.000000000001,"Census Tract 303, Kings County, NY",14000US36047030300,36047030300,NYC
2015,2015,0,Total,84508,8417.0,"Census Tract 1551.02, Queens County, NY",14000US36081155102,36081155102,NYC
2015,2015,0,Total,39856,5562.0,"Census Tract 240, Queens County, NY",14000US36081024000,36081024000,NYC
2015,2015,0,Total,51800,9134.0,"Census Tract 686, Kings County, NY",14000US36047068600,36047068600,NYC
2015,2015,0,Total,66000,15114.0,"Census Tract 809, Queens County, NY",14000US36081080900,36081080900,NYC
2015,2015,0,Total,40508,4248.0,"Census Tract 1171, Queens County, NY",14000US36081117100,36081117100,NYC
2015,2015,0,Total,42000,5860.0,"Census Tract 78, Kings County, NY",14000US36047007800,36047007800,NYC
2015,2015,0,Total,37837,8685.0,"Census Tract 304, Kings County, NY",14000US36047030400,36047030400,NYC
2015,2015,0,Total,81750,15709.999999999998,"Census Tract 688, Kings County, NY",14000US36047068800,36047068800,NYC
2015,2015,0,Total,63516,10356.0,"Census Tract 246, Bronx County, NY",14000US36005024600,36005024600,NYC
2015,2015,0,Total,15707,4211.0,"Census Tract 375.04, Bronx County, NY",14000US36005037504,36005037504,NYC
2015,2015,0,Total,38750,5617.0,"Census Tract 238, Queens County, NY",14000US36081023800,36081023800,NYC
2015,2015,0,Total,42147,4067.0,"Census Tract 557, Queens County, NY",14000US36081055700,36081055700,NYC
2015,2015,0,Total,78663,7298.999999999999,"Census Tract 690, Kings County, NY",14000US36047069000,36047069000,NYC
2015,2015,0,Total,79773,16377.999999999998,"Census Tract 138, Bronx County, NY",14000US36005013800,36005013800,NYC
2015,2015,0,Total,65701,15104.0,"Census Tract 305, Kings County, NY",14000US36047030500,36047030500,NYC
2015,2015,0,Total,62813,15287.0,"Census Tract 803.02, Queens County, NY",14000US36081080302,36081080302,NYC
2015,2015,0,Total,50991,13430.0,"Census Tract 236, Queens County, NY",14000US36081023600,36081023600,NYC
2015,2015,0,Total,84674,19187.0,"Census Tract 692, Kings County, NY",14000US36047069200,36047069200,NYC
2015,2015,0,Total,53380,9212.0,"Census Tract 80, Kings County, NY",14000US36047008000,36047008000,NYC
2015,2015,0,Total,60135,8334.0,"Census Tract 84, Bronx County, NY",14000US36005008400,36005008400,NYC
2015,2015,0,Total,71985,5313.0,"Census Tract 556, Queens County, NY",14000US36081055600,36081055600,NYC
2015,2015,0,Total,60132,30964.0,"Census Tract 306, Kings County, NY",14000US36047030600,36047030600,NYC
2015,2015,0,Total,53047,11768.0,"Census Tract 696.01, Kings County, NY",14000US36047069601,36047069601,NYC
2015,2015,0,Total,32064,4061.0,"Census Tract 63, Bronx County, NY",14000US36005006300,36005006300,NYC
2015,2015,0,Total,37356,10806.0,"Census Tract 1167, Queens County, NY",14000US36081116700,36081116700,NYC
2015,2015,0,Total,48859,4097.0,"Census Tract 235, Queens County, NY",14000US36081023500,36081023500,NYC
2015,2015,0,Total,50139,9746.0,"Census Tract 376, Bronx County, NY",14000US36005037600,36005037600,NYC
2015,2015,0,Total,89375,17629.0,"Census Tract 696.02, Kings County, NY",14000US36047069602,36047069602,NYC
2015,2015,0,Total,35511,10270.0,"Census Tract 82, Kings County, NY",14000US36047008200,36047008200,NYC
2015,2015,0,Total,24706,7445.0,"Census Tract 307, Kings County, NY",14000US36047030700,36047030700,NYC
2015,2015,0,Total,25875,5225.0,"Census Tract 197, Bronx County, NY",14000US36005019700,36005019700,NYC
2015,2015,0,Total,65238,11558.0,"Census Tract 232, Queens County, NY",14000US36081023200,36081023200,NYC
2015,2015,0,Total,73681,7741.0,"Census Tract 698, Kings County, NY",14000US36047069800,36047069800,NYC
2015,2015,0,Total,41455,4720.0,"Census Tract 247, Bronx County, NY",14000US36005024700,36005024700,NYC
2015,2015,0,Total,46169,7059.0,"Census Tract 555, Queens County, NY",14000US36081055500,36081055500,NYC
2015,2015,0,Total,50707,6363.0,"Census Tract 803.01, Queens County, NY",14000US36081080301,36081080301,NYC
2015,2015,0,Total,50189,15307.0,"Census Tract 308, Kings County, NY",14000US36047030800,36047030800,NYC
2015,2015,0,Total,66250,28554.0,"Census Tract 700, Kings County, NY",14000US36047070000,36047070000,NYC
2015,2015,0,Total,86928,20624.0,"Census Tract 151, Richmond County, NY",14000US36085015100,36085015100,NYC
2015,2015,0,Total,49274,16706.0,"Census Tract 84, Kings County, NY",14000US36047008400,36047008400,NYC
2015,2015,0,Total,108289,21425.0,"Census Tract 230, Queens County, NY",14000US36081023000,36081023000,NYC
2015,2015,0,Total,25990,6323.0,"Census Tract 39, Bronx County, NY",14000US36005003900,36005003900,NYC
2015,2015,0,Total,59655,19619.0,"Census Tract 702.01, Kings County, NY",14000US36047070201,36047070201,NYC
2015,2015,0,Total,63542,15405.999999999998,"Census Tract 554, Queens County, NY",14000US36081055400,36081055400,NYC
2015,2015,0,Total,29375,5851.0,"Census Tract 309, Kings County, NY",14000US36047030900,36047030900,NYC
2015,2015,0,Total,35625,7199.000000000001,"Census Tract 378, Bronx County, NY",14000US36005037800,36005037800,NYC
2015,2015,0,Total,57287,11861.0,"Census Tract 220.02, Queens County, NY",14000US36081022002,36081022002,NYC
2015,2015,0,Total,85515,10954.0,"Census Tract 706, Kings County, NY",14000US36047070600,36047070600,NYC
2015,2015,0,Total,58894,5866.0,"Census Tract 1551.01, Queens County, NY",14000US36081155101,36081155101,NYC
2015,2015,0,Total,42250,12708.0,"Census Tract 799, Queens County, NY",14000US36081079900,36081079900,NYC
2015,2015,0,Total,14000,5022.0,"Census Tract 85, Kings County, NY",14000US36047008500,36047008500,NYC
2015,2015,0,Total,41683,10342.0,"Census Tract 311, Kings County, NY",14000US36047031100,36047031100,NYC
2015,2015,0,Total,63000,17142.0,"Census Tract 720, Kings County, NY",14000US36047072000,36047072000,NYC
2015,2015,0,Total,70556,14358.999999999998,"Census Tract 97, Richmond County, NY",14000US36085009700,36085009700,NYC
2015,2015,0,Total,36127,9867.0,"Census Tract 1163, Queens County, NY",14000US36081116300,36081116300,NYC
2015,2015,0,Total,61867,9384.0,"Census Tract 220.01, Queens County, NY",14000US36081022001,36081022001,NYC
2015,2015,0,Total,46780,9206.0,"Census Tract 553, Queens County, NY",14000US36081055300,36081055300,NYC
2015,2015,0,Total,61286,7799.999999999999,"Census Tract 722, Kings County, NY",14000US36047072200,36047072200,NYC
2015,2015,0,Total,52279,14837.999999999998,"Census Tract 248, Bronx County, NY",14000US36005024800,36005024800,NYC
2015,2015,0,Total,34817,7141.999999999999,"Census Tract 313, Kings County, NY",14000US36047031300,36047031300,NYC
2015,2015,0,Total,27841,7642.999999999999,"Census Tract 379, Bronx County, NY",14000US36005037900,36005037900,NYC
2015,2015,0,Total,59152,12030.0,"Census Tract 216, Queens County, NY",14000US36081021600,36081021600,NYC
2015,2015,0,Total,76071,13113.0,"Census Tract 724, Kings County, NY",14000US36047072400,36047072400,NYC
2015,2015,0,Total,53528,9442.0,"Census Tract 88, Kings County, NY",14000US36047008800,36047008800,NYC
2015,2015,0,Total,32500,6835.000000000001,"Census Tract 141, Bronx County, NY",14000US36005014100,36005014100,NYC
2015,2015,0,Total,52917,13173.0,"Census Tract 552, Queens County, NY",14000US36081055200,36081055200,NYC
2015,2015,0,Total,40486,9759.0,"Census Tract 314, Kings County, NY",14000US36047031400,36047031400,NYC
2015,2015,0,Total,82961,11773.0,"Census Tract 726, Kings County, NY",14000US36047072600,36047072600,NYC
2015,2015,0,Total,24914,3073.0,"Census Tract 199, Bronx County, NY",14000US36005019900,36005019900,NYC
2015,2015,0,Total,32403,6012.0,"Census Tract 797.02, Queens County, NY",14000US36081079702,36081079702,NYC
2015,2015,0,Total,51648,9054.0,"Census Tract 214, Queens County, NY",14000US36081021400,36081021400,NYC
2015,2015,0,Total,17226,6097.0,"Census Tract 25, Bronx County, NY",14000US36005002500,36005002500,NYC
2015,2015,0,Total,67102,15460.999999999998,"Census Tract 728, Kings County, NY",14000US36047072800,36047072800,NYC
2015,2015,0,Total,36925,3826.0,"Census Tract 90, Kings County, NY",14000US36047009000,36047009000,NYC
2015,2015,0,Total,54113,4593.0,"Census Tract 315, Kings County, NY",14000US36047031500,36047031500,NYC
2015,2015,0,Total,47432,11821.0,"Census Tract 1161, Queens County, NY",14000US36081116100,36081116100,NYC
2015,2015,0,Total,38750,12595.0,"Census Tract 212, Queens County, NY",14000US36081021200,36081021200,NYC
2015,2015,0,Total,93462,16735.0,"Census Tract 730, Kings County, NY",14000US36047073000,36047073000,NYC
2015,2015,0,Total,33506,9246.0,"Census Tract 380, Bronx County, NY",14000US36005038000,36005038000,NYC
2015,2015,0,Total,45179,7622.0,"Census Tract 551, Queens County, NY",14000US36081055100,36081055100,NYC
2015,2015,0,Total,86552,8378.0,"Census Tract 1529.02, Queens County, NY",14000US36081152902,36081152902,NYC
2015,2015,0,Total,50205,9433.0,"Census Tract 317.01, Kings County, NY",14000US36047031701,36047031701,NYC
2015,2015,0,Total,74018,12367.0,"Census Tract 732, Kings County, NY",14000US36047073200,36047073200,NYC
2015,2015,0,Total,48201,20688.0,"Census Tract 797.01, Queens County, NY",14000US36081079701,36081079701,NYC
2015,2015,0,Total,38042,7176.0,"Census Tract 92, Kings County, NY",14000US36047009200,36047009200,NYC
2015,2015,0,Total,58235,10411.0,"Census Tract 208, Queens County, NY",14000US36081020800,36081020800,NYC
2015,2015,0,Total,54726,16587.0,"Census Tract 250, Bronx County, NY",14000US36005025000,36005025000,NYC
2015,2015,0,Total,84167,10940.0,"Census Tract 734, Kings County, NY",14000US36047073400,36047073400,NYC
2015,2015,0,Total,40797,4499.0,"Census Tract 549, Queens County, NY",14000US36081054900,36081054900,NYC
2015,2015,0,Total,53111,10450.0,"Census Tract 317.02, Kings County, NY",14000US36047031702,36047031702,NYC
2015,2015,0,Total,83304,20752.0,"Census Tract 187.02, Richmond County, NY",14000US36085018702,36085018702,NYC
2015,2015,0,Total,65648,7717.999999999999,"Census Tract 206, Queens County, NY",14000US36081020600,36081020600,NYC
2015,2015,0,Total,60051,4656.0,"Census Tract 736, Kings County, NY",14000US36047073600,36047073600,NYC
2015,2015,0,Total,27174,7981.0,"Census Tract 85, Bronx County, NY",14000US36005008500,36005008500,NYC
2015,2015,0,Total,25891,6050.0,"Census Tract 381, Bronx County, NY",14000US36005038100,36005038100,NYC
2015,2015,0,Total,40239,7712.0,"Census Tract 94, Kings County, NY",14000US36047009400,36047009400,NYC
2015,2015,0,Total,40744,7181.0,"Census Tract 319, Kings County, NY",14000US36047031900,36047031900,NYC
2015,2015,0,Total,55714,17540.0,"Census Tract 738, Kings County, NY",14000US36047073800,36047073800,NYC
2015,2015,0,Total,76212,5921.0,"Census Tract 96.02, Richmond County, NY",14000US36085009602,36085009602,NYC
2015,2015,0,Total,44771,6435.0,"Census Tract 200, Bronx County, NY",14000US36005020000,36005020000,NYC
2015,2015,0,Total,56250,22677.0,"Census Tract 205, Queens County, NY",14000US36081020500,36081020500,NYC
2015,2015,0,Total,72750,15604.000000000002,"Census Tract 548, Queens County, NY",14000US36081054800,36081054800,NYC
2015,2015,0,Total,60170,14612.999999999998,"Census Tract 740, Kings County, NY",14000US36047074000,36047074000,NYC
2015,2015,0,Total,60625,9285.0,"Census Tract 792, Queens County, NY",14000US36081079200,36081079200,NYC
2015,2015,0,Total,41094,6657.0,"Census Tract 321, Kings County, NY",14000US36047032100,36047032100,NYC
2015,2015,0,Total,60469,14393.000000000002,"Census Tract 1159, Queens County, NY",14000US36081115900,36081115900,NYC
2015,2015,0,Total,30417,16098.000000000002,"Census Tract 204, Queens County, NY",14000US36081020400,36081020400,NYC
2015,2015,0,Total,75952,9676.0,"Census Tract 742, Kings County, NY",14000US36047074200,36047074200,NYC
2015,2015,0,Total,32829,6804.0,"Census Tract 96, Kings County, NY",14000US36047009600,36047009600,NYC
