,geoid,year,in100,msaid15,msaname15,countyfips,statefips,stateusps,pop,z_ED_nat,z_HE_nat,z_SE_nat,z_COI_nat,c5_ED_nat,c5_HE_nat,c5_SE_nat,c5_COI_nat,r_ED_nat,r_HE_nat,r_SE_nat,r_COI_nat,c5_ED_stt,c5_HE_stt,c5_SE_stt,c5_COI_stt,r_ED_stt,r_HE_stt,r_SE_stt,r_COI_stt,c5_ED_met,c5_HE_met,c5_SE_met,c5_COI_met,r_ED_met,r_HE_met,r_SE_met,r_COI_met
87,36005015200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,604,-0.014612976,0.026175531,-0.092218623,-0.009561996,Moderate,Moderate,Low,Low,46,56,29,34,Moderate,Low,Low,Low,42,33,39,39,Low,Low,Low,Low,38,33,38,38
88,36005015300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1446,-0.060740009,0.031096723,-0.47604561,-0.058804717,Very Low,High,Very Low,Very Low,19,61,2,4,Low,Moderate,Very Low,Very Low,22,41,7,9,Low,Low,Very Low,Very Low,22,39,6,7
89,36005015500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,897,-0.067250744,0.032829974,-0.54186708,-0.066999875,Very Low,High,Very Low,Very Low,17,63,1,3,Very Low,Moderate,Very Low,Very Low,19,43,4,5,Very Low,Moderate,Very Low,Very Low,20,42,4,4
90,36005015700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,935,-0.10216811,0.030353146,-0.42692927,-0.057748169,Very Low,High,Very Low,Very Low,6,61,3,4,Very Low,Low,Very Low,Very Low,7,40,9,9,Very Low,Low,Very Low,Very Low,8,39,8,8
91,36005015800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,256,-0.008626208,0.026506826,-0.14220151,-0.014681491,Moderate,Moderate,Low,Low,50,57,21,29,Moderate,Low,Low,Low,45,34,32,34,Low,Low,Low,Low,40,34,31,34
92,36005015900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,367,-0.081767358,0.00298647,-0.64853621,-0.084193595,Very Low,Low,Very Low,Very Low,12,34,1,1,Very Low,Very Low,Very Low,Very Low,14,12,1,1,Very Low,Very Low,Very Low,Very Low,14,12,1,1
93,36005016000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,767,0.007082652,0.024001939,-0.016390063,0.001429623,Moderate,Moderate,Moderate,Moderate,58,54,41,47,Moderate,Low,Moderate,Moderate,53,30,50,50,Moderate,Low,Moderate,Moderate,46,30,49,48
94,36005016100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1361,-0.096749127,0.04568607,-0.51872236,-0.066199712,Very Low,High,Very Low,Very Low,7,76,2,3,Very Low,High,Very Low,Very Low,8,63,5,6,Very Low,Moderate,Very Low,Very Low,9,60,4,5
95,36005016200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,410,-0.009634584,0.009433942,-0.025110817,-0.00298353,Moderate,Low,Low,Moderate,49,40,40,42,Moderate,Very Low,Moderate,Moderate,44,16,49,46,Low,Very Low,Moderate,Moderate,39,15,47,44
96,36005016400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,176,0.002978396,0.019227775,-0.11205957,-0.010665389,Moderate,Moderate,Low,Low,56,49,26,33,Moderate,Low,Low,Low,51,24,36,38,Moderate,Low,Low,Low,44,24,35,38
97,36005016500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,276,-0.044061206,0.009845205,-0.63289469,-0.077474929,Low,Low,Very Low,Very Low,28,40,1,2,Low,Very Low,Very Low,Very Low,28,16,2,2,Low,Very Low,Very Low,Very Low,28,16,2,2
98,36005016600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,437,0.00659079,0.022973813,-0.072697304,-0.005286747,Moderate,Moderate,Low,Low,58,53,32,39,Moderate,Low,Moderate,Moderate,53,29,42,43,Moderate,Low,Moderate,Moderate,45,29,41,42
99,36005016700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1299,-0.052216526,0.040340599,-0.56834656,-0.067620054,Low,High,Very Low,Very Low,24,71,1,3,Low,Moderate,Very Low,Very Low,25,55,3,5,Low,Moderate,Very Low,Very Low,25,52,3,4
100,36005016900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,324,-0.01509262,0.042272609,-0.52790987,-0.058604524,Moderate,High,Very Low,Very Low,46,73,1,4,Moderate,Moderate,Very Low,Very Low,42,57,5,9,Low,Moderate,Very Low,Very Low,37,54,4,7
101,36005017300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1304,-0.069183379,0.028880438,-0.54949123,-0.068521023,Very Low,Moderate,Very Low,Very Low,16,59,1,3,Very Low,Low,Very Low,Very Low,19,37,4,5,Very Low,Low,Very Low,Very Low,19,37,4,4
102,36005017500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1926,-0.10026217,0.02170041,-0.53796625,-0.071379766,Very Low,Moderate,Very Low,Very Low,7,52,1,2,Very Low,Low,Very Low,Very Low,8,27,4,4,Very Low,Low,Very Low,Very Low,8,27,4,3
103,36005017701,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1529,-0.055477794,-0.036509097,-0.45470285,-0.062932894,Low,Very Low,Very Low,Very Low,22,12,3,3,Low,Very Low,Very Low,Very Low,24,3,8,7,Low,Very Low,Very Low,Very Low,24,2,7,6
104,36005017702,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1427,-0.019490255,0.013585466,-0.46820456,-0.055195149,Moderate,Moderate,Very Low,Very Low,43,44,2,5,Low,Very Low,Very Low,Very Low,40,19,7,10,Low,Very Low,Very Low,Very Low,36,19,6,9
105,36005017901,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1497,-0.066847391,0.033295117,-0.42977214,-0.053861056,Very Low,High,Very Low,Very Low,17,64,3,5,Very Low,Moderate,Very Low,Very Low,20,44,9,11,Very Low,Moderate,Very Low,Very Low,20,42,8,9
106,36005017902,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1325,-0.088514075,0.034287408,-0.49718106,-0.063995361,Very Low,High,Very Low,Very Low,10,65,2,3,Very Low,Moderate,Very Low,Very Low,11,45,6,7,Very Low,Moderate,Very Low,Very Low,12,44,5,6
107,36005018101,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,856,-0.11909511,0.017947314,-0.43493629,-0.061871387,Very Low,Moderate,Very Low,Very Low,3,48,3,4,Very Low,Low,Very Low,Very Low,3,23,9,7,Very Low,Low,Very Low,Very Low,3,23,8,6
108,36005018102,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1768,-0.11315324,0.023588117,-0.38153183,-0.054399475,Very Low,Moderate,Very Low,Very Low,4,54,4,5,Very Low,Low,Very Low,Very Low,4,30,12,10,Very Low,Low,Very Low,Very Low,4,30,11,9
109,36005018301,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,673,-0.07321509,0.035918355,-0.24785358,-0.033115663,Very Low,High,Very Low,Very Low,14,67,11,14,Very Low,Moderate,Low,Low,17,48,21,21,Very Low,Moderate,Very Low,Very Low,17,46,20,20
110,36005018302,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,954,-0.095803715,0.019925797,-0.45740768,-0.061700918,Very Low,Moderate,Very Low,Very Low,8,50,2,4,Very Low,Low,Very Low,Very Low,9,25,8,8,Very Low,Low,Very Low,Very Low,10,25,7,6
111,36005018400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,650,0.035522979,0.035791665,-0.14664529,-0.009329727,High,High,Low,Low,72,66,21,35,High,Moderate,Low,Low,67,48,32,39,Moderate,Moderate,Low,Low,58,46,31,39
112,36005018500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,2503,-0.093905352,0.029994749,-0.49138394,-0.064373538,Very Low,Moderate,Very Low,Very Low,8,60,2,3,Very Low,Low,Very Low,Very Low,9,39,6,7,Very Low,Low,Very Low,Very Low,10,38,5,5
113,36005018900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,2600,-0.13438214,0.036168251,-0.49085277,-0.068129756,Very Low,High,Very Low,Very Low,2,67,2,3,Very Low,Moderate,Very Low,Very Low,1,48,6,5,Very Low,Moderate,Very Low,Very Low,1,46,5,4
114,36005019300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1893,-0.12657544,0.020708691,-0.59469008,-0.08099544,Very Low,Moderate,Very Low,Very Low,2,51,1,1,Very Low,Low,Very Low,Very Low,2,26,3,2,Very Low,Low,Very Low,Very Low,2,26,2,1
115,36005019400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,590,0.029895404,0.046722364,-0.26132864,-0.022134744,High,High,Very Low,Low,69,77,10,22,High,High,Very Low,Low,64,65,20,28,Moderate,High,Very Low,Low,56,61,18,28
116,36005019500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1810,-0.1198867,0.035212442,-0.42258713,-0.058684696,Very Low,High,Very Low,Very Low,3,66,3,4,Very Low,Moderate,Very Low,Very Low,3,47,9,9,Very Low,Moderate,Very Low,Very Low,3,45,8,7
117,36005019700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,2174,-0.097346433,0.028742615,-0.38314039,-0.052290671,Very Low,Moderate,Very Low,Very Low,7,59,4,6,Very Low,Low,Very Low,Very Low,8,37,12,11,Very Low,Low,Very Low,Very Low,9,36,11,10
118,36005019900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,2430,-0.13579106,0.030468624,-0.31413892,-0.048327431,Very Low,High,Very Low,Very Low,2,61,7,7,Very Low,Low,Very Low,Very Low,1,40,16,14,Very Low,Low,Very Low,Very Low,1,39,15,12
119,36005020000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1265,0.028222615,0.011605131,-0.25407407,-0.025212126,High,Moderate,Very Low,Very Low,69,42,10,20,High,Very Low,Very Low,Low,64,17,20,26,Moderate,Very Low,Very Low,Low,55,17,19,25
120,36005020100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1477,-0.067746326,0.044864379,-0.48596033,-0.059268143,Very Low,High,Very Low,Very Low,16,76,2,4,Very Low,High,Very Low,Very Low,19,62,6,8,Very Low,Moderate,Very Low,Very Low,19,58,6,7
121,36005020200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,598,0.014224737,0.024166824,-0.3921209,-0.041487835,High,Moderate,Very Low,Very Low,62,54,4,10,Moderate,Low,Very Low,Very Low,57,31,12,17,Moderate,Low,Very Low,Very Low,49,31,10,15
122,36005020400,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,657,0.0322395,0.028840598,-0.16774404,-0.012887673,High,Moderate,Very Low,Low,70,59,18,31,High,Low,Low,Low,66,37,29,36,Moderate,Low,Low,Low,57,37,28,36
123,36005020501,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1776,-0.087346993,0.042670622,-0.54068261,-0.068036683,Very Low,High,Very Low,Very Low,10,73,1,3,Very Low,Moderate,Very Low,Very Low,12,58,4,5,Very Low,Moderate,Very Low,Very Low,12,55,4,4
124,36005020502,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,509,-0.10803439,0.027385868,-0.54259354,-0.072172552,Very Low,Moderate,Very Low,Very Low,5,58,1,2,Very Low,Low,Very Low,Very Low,5,35,4,4,Very Low,Low,Very Low,Very Low,5,34,4,3
125,36005020601,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,545,0.015195628,0.041169811,-0.37910026,-0.038056046,High,High,Very Low,Very Low,62,72,4,11,Moderate,Moderate,Very Low,Very Low,58,56,12,18,Moderate,Moderate,Very Low,Very Low,49,53,11,17
126,36005020900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1129,-0.096674517,0.014916688,-0.39717728,-0.055321045,Very Low,Moderate,Very Low,Very Low,7,45,4,5,Very Low,Very Low,Very Low,Very Low,9,20,11,10,Very Low,Very Low,Very Low,Very Low,9,20,10,9
127,36005021001,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1652,0.000333274,0.038146779,-0.17949393,-0.016792212,Moderate,High,Very Low,Low,55,69,17,27,Moderate,Moderate,Low,Low,50,51,27,32,Moderate,Moderate,Low,Low,43,49,26,32
128,36005021002,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1346,0.023496855,0.066041,-0.29614583,-0.024838276,High,Very High,Very Low,Very Low,66,93,8,20,High,Very High,Very Low,Low,62,89,17,26,Moderate,Very High,Very Low,Low,53,85,16,25
129,36005021100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1688,-0.062678047,0.027508574,-0.47161722,-0.058885433,Very Low,Moderate,Very Low,Very Low,19,58,2,4,Low,Low,Very Low,Very Low,21,35,7,9,Low,Low,Very Low,Very Low,21,35,6,7
130,36005021200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1005,-0.007389282,0.053695187,-0.16926317,-0.014800967,Moderate,Very High,Very Low,Low,50,84,18,29,Moderate,High,Low,Low,46,75,29,34,Low,High,Low,Low,40,71,28,34
131,36005021301,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,386,-0.042199042,0.037521467,-0.44003594,-0.051880762,Low,High,Very Low,Very Low,29,68,3,6,Low,Moderate,Very Low,Very Low,29,50,8,11,Low,Moderate,Very Low,Very Low,28,48,7,10
132,36005021302,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1769,-0.073405437,0.032343093,-0.37969124,-0.048859362,Very Low,High,Very Low,Very Low,14,63,4,7,Very Low,Moderate,Very Low,Very Low,17,42,12,13,Very Low,Moderate,Very Low,Very Low,17,41,11,12
133,36005021501,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1638,-0.080743074,0.036719926,-0.52936697,-0.066622943,Very Low,High,Very Low,Very Low,12,67,1,3,Very Low,Moderate,Very Low,Very Low,14,49,4,5,Very Low,Moderate,Very Low,Very Low,14,47,4,4
134,36005021502,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,2055,-0.079504736,0.024732295,-0.5218789,-0.066890188,Very Low,Moderate,Very Low,Very Low,12,55,2,3,Very Low,Low,Very Low,Very Low,15,31,5,5,Very Low,Low,Very Low,Very Low,15,31,4,4
135,36005021601,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1147,-0.070449553,0.025841422,-0.42726764,-0.054760959,Very Low,Moderate,Very Low,Very Low,15,56,3,5,Very Low,Low,Very Low,Very Low,18,33,9,10,Very Low,Low,Very Low,Very Low,18,32,8,9
136,36005021602,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1187,-0.056980815,0.037453152,-0.26013803,-0.03258713,Low,High,Very Low,Very Low,21,68,10,14,Low,Moderate,Very Low,Low,23,50,20,21,Low,Moderate,Very Low,Very Low,23,48,18,20
137,36005021700,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1368,-0.069016486,0.003148381,-0.55116886,-0.071435839,Very Low,Low,Very Low,Very Low,16,35,1,2,Very Low,Very Low,Very Low,Very Low,19,12,4,4,Very Low,Very Low,Very Low,Very Low,19,12,3,3
138,36005021800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1666,-0.095177792,0.019758159,-0.38666576,-0.053417165,Very Low,Moderate,Very Low,Very Low,8,50,4,5,Very Low,Low,Very Low,Very Low,9,25,12,11,Very Low,Low,Very Low,Very Low,10,25,10,9
139,36005021900,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,204,-0.061029185,-0.008800071,-0.30032471,-0.042632919,Very Low,Low,Very Low,Very Low,19,26,8,9,Low,Very Low,Very Low,Very Low,22,8,17,16,Low,Very Low,Very Low,Very Low,22,7,15,15
140,36005022000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,769,-0.08004915,0.019612702,-0.52154195,-0.067455918,Very Low,Moderate,Very Low,Very Low,12,50,2,3,Very Low,Low,Very Low,Very Low,14,25,5,5,Very Low,Low,Very Low,Very Low,15,25,4,4
141,36005022101,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1464,-0.046491534,0.022252982,-0.43122527,-0.052954655,Low,Moderate,Very Low,Very Low,27,52,3,6,Low,Low,Very Low,Very Low,27,28,9,11,Low,Low,Very Low,Very Low,27,28,8,10
142,36005022102,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1727,-0.088220768,0.011289002,-0.48130456,-0.064562514,Very Low,Moderate,Very Low,Very Low,10,42,2,3,Very Low,Very Low,Very Low,Very Low,11,17,6,6,Very Low,Very Low,Very Low,Very Low,12,16,6,5
143,36005022200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,617,-0.007530078,0.024537046,-0.31200978,-0.034530852,Moderate,Moderate,Very Low,Very Low,50,55,7,13,Moderate,Low,Very Low,Very Low,46,31,16,20,Low,Low,Very Low,Very Low,40,31,15,19
144,36005022300,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1325,-0.10451121,0.025811218,-0.51616067,-0.068874545,Very Low,Moderate,Very Low,Very Low,6,56,2,2,Very Low,Low,Very Low,Very Low,6,33,5,4,Very Low,Low,Very Low,Very Low,7,32,5,4
145,36005022401,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,583,-0.06202966,0.028092222,-0.31517011,-0.040545564,Very Low,Moderate,Very Low,Very Low,19,58,7,10,Low,Low,Very Low,Very Low,21,36,16,17,Low,Low,Very Low,Very Low,21,36,15,16
146,36005022403,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,772,-0.073514007,0.037198819,-0.37734821,-0.048082028,Very Low,High,Very Low,Very Low,14,68,4,7,Very Low,Moderate,Very Low,Very Low,17,50,13,14,Very Low,Moderate,Very Low,Very Low,17,48,11,12
147,36005022404,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,866,-0.03561049,0.048470758,-0.25644937,-0.028622929,Low,High,Very Low,Very Low,33,79,10,17,Low,High,Very Low,Low,32,67,20,24,Low,High,Very Low,Low,31,64,19,22
148,36005022500,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,2730,-0.1220252,0.033457015,-0.43136728,-0.060129669,Very Low,High,Very Low,Very Low,3,64,3,4,Very Low,Moderate,Very Low,Very Low,3,44,9,8,Very Low,Moderate,Very Low,Very Low,3,42,8,7
149,36005022701,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1211,-0.1057111,0.038511813,-0.3649635,-0.050060645,Very Low,High,Very Low,Very Low,5,69,5,6,Very Low,Moderate,Very Low,Very Low,6,52,13,12,Very Low,Moderate,Very Low,Very Low,6,49,12,11
150,36005022702,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,380,-0.086504705,0.057140302,-0.23101702,-0.030367458,Very Low,Very High,Very Low,Very Low,10,87,12,16,Very Low,High,Low,Low,12,80,22,22,Very Low,High,Low,Low,12,76,21,21
151,36005022703,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,618,-0.093177699,0.04308052,-0.18196946,-0.026893467,Very Low,High,Very Low,Very Low,8,74,17,18,Very Low,Moderate,Low,Low,10,59,27,25,Very Low,Moderate,Low,Low,11,55,26,24
152,36005022800,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1437,-0.039859127,0.027117407,-0.29803792,-0.036204506,Low,Moderate,Very Low,Very Low,31,57,8,12,Low,Low,Very Low,Very Low,29,35,17,19,Low,Low,Very Low,Very Low,29,34,16,18
153,36005022901,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1989,-0.10232842,0.011562223,-0.45941007,-0.063545212,Very Low,Moderate,Very Low,Very Low,6,42,2,3,Very Low,Very Low,Very Low,Very Low,7,17,8,7,Very Low,Very Low,Very Low,Very Low,8,17,7,6
154,36005022902,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1086,-0.092126735,0.015652236,-0.36963916,-0.051535327,Very Low,Moderate,Very Low,Very Low,9,46,5,6,Very Low,Very Low,Very Low,Very Low,10,20,13,12,Very Low,Very Low,Very Low,Very Low,11,20,12,10
155,36005023000,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,858,-0.030824266,0.039219294,-0.28586912,-0.032501835,Low,High,Very Low,Very Low,36,70,8,14,Low,Moderate,Very Low,Low,34,53,18,21,Low,Moderate,Very Low,Very Low,32,50,17,20
156,36005023100,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,382,-0.078124717,0.045045219,-0.69432056,-0.084643617,Very Low,High,Very Low,Very Low,13,76,1,1,Very Low,High,Very Low,Very Low,15,62,1,1,Very Low,Moderate,Very Low,Very Low,15,59,1,1
157,36005023200,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,804,0.013947731,0.021914683,-0.20655377,-0.020163259,High,Moderate,Very Low,Low,62,52,14,24,Moderate,Low,Low,Low,57,27,25,30,Moderate,Low,Low,Low,49,27,23,29
158,36005023301,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,967,-0.10199024,0.032424729,-0.46390355,-0.061810847,Very Low,High,Very Low,Very Low,6,63,2,4,Very Low,Moderate,Very Low,Very Low,7,43,7,7,Very Low,Moderate,Very Low,Very Low,8,41,6,6
159,36005023302,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1223,-0.1070139,0.035696641,-0.48024341,-0.063919596,Very Low,High,Very Low,Very Low,5,66,2,3,Very Low,Moderate,Very Low,Very Low,6,48,6,7,Very Low,Moderate,Very Low,Very Low,6,46,6,6
160,36005023501,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,894,-0.10602902,0.037382971,-0.4952029,-0.065372147,Very Low,High,Very Low,Very Low,5,68,2,3,Very Low,Moderate,Very Low,Very Low,6,50,6,6,Very Low,Moderate,Very Low,Very Low,6,48,5,5
161,36005023502,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,964,-0.124739,0.029944228,-0.37738946,-0.054521959,Very Low,Moderate,Very Low,Very Low,3,60,4,5,Very Low,Low,Very Low,Very Low,2,39,13,10,Very Low,Low,Very Low,Very Low,2,38,11,9
162,36005023600,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,603,-0.020185351,0.040193379,-0.40082511,-0.044599671,Moderate,High,Very Low,Very Low,43,71,4,8,Low,Moderate,Very Low,Very Low,39,54,11,15,Low,Moderate,Very Low,Very Low,36,52,10,14
163,36005023702,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,283,-0.1284384,0.025322696,-0.53330648,-0.073567107,Very Low,Moderate,Very Low,Very Low,2,56,1,2,Very Low,Low,Very Low,Very Low,2,32,4,3,Very Low,Low,Very Low,Very Low,2,32,4,3
164,36005023703,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1595,-0.082274735,0.024928994,-0.53395116,-0.068580374,Very Low,Moderate,Very Low,Very Low,11,55,1,3,Very Low,Low,Very Low,Very Low,13,32,4,5,Very Low,Low,Very Low,Very Low,14,31,4,4
165,36005023704,2015,1,35620,"New York-Newark-Jersey City, NY-NJ-PA Metro Area",36005,36,NY,1457,-0.085477307,0.023994466,-0.58446664,-0.074912466,Very Low,Moderate,Very Low,Very Low,10,54,1,2,Very Low,Low,Very Low,Very Low,12,30,3,3,Very Low,Low,Very Low,Very Low,13,30,3,3
